c2024-04-23 23:45:32,859 | INFO | Process 1/371 with name Yidadaa/ChatGPT-Next-Web and method num 805
2024-04-24 02:02:25,505 | INFO |     Repo smol-ai/GodMode, Intermediate.   STEP 6: Generate sample from 57 later commit methods.
2024-04-24 02:03:09,987 | INFO |     Repo smol-ai/GodMode, Closure.   STEP 1: copy repo to tmp dir.
2024-04-24 02:03:10,372 | INFO |     Repo smol-ai/GodMode, Closure.   STEP 2: extract calls from tmp dir.
2024-04-24 02:03:10,399 | INFO |     Repo smol-ai/GodMode, Closure.   STEP 3: stack graph init and index.
2024-04-24 02:03:19,139 | INFO |     Repo smol-ai/GodMode, Closure.   STEP 3: index 19/19 files. 
2024-04-24 02:03:19,139 | INFO |     Repo smol-ai/GodMode, Closure.   STEP 4: find ref-def pairs from stack.
2024-04-24 02:03:23,343 | INFO |     Repo smol-ai/GodMode, Closure.   STEP 6: Generate sample from 38 later commit methods.
2024-04-24 02:05:30,553 | INFO | Generate 1 from repo smol-ai/GodMode, current generate 3/33 samples.
2024-04-24 02:05:30,554 | INFO | Process 10/371 with name AndrewWalsh/openapi-devtools and method num 168
2024-04-24 02:05:30,782 | INFO |     Repo AndrewWalsh/openapi-devtools, Initiation.   STEP 1: copy repo to tmp dir.
2024-04-24 02:05:31,120 | INFO |     Repo AndrewWalsh/openapi-devtools, Initiation.   STEP 2: extract calls from tmp dir.
2024-04-24 02:05:31,153 | INFO |     Repo AndrewWalsh/openapi-devtools, Initiation.   STEP 3: stack graph init and index.
2024-04-24 02:05:40,321 | INFO |     Repo AndrewWalsh/openapi-devtools, Initiation.   STEP 3: index 27/27 files. 
2024-04-24 02:05:40,322 | INFO |     Repo AndrewWalsh/openapi-devtools, Initiation.   STEP 4: find ref-def pairs from stack.
2024-04-24 02:05:44,730 | INFO |     Repo AndrewWalsh/openapi-devtools, Initiation.   STEP 6: Generate sample from 17 later commit methods.
2024-04-24 02:06:20,664 | INFO |     Repo AndrewWalsh/openapi-devtools, Intermediate.   STEP 1: copy repo to tmp dir.
2024-04-24 02:06:21,013 | INFO |     Repo AndrewWalsh/openapi-devtools, Intermediate.   STEP 2: extract calls from tmp dir.
2024-04-24 02:06:21,057 | INFO |     Repo AndrewWalsh/openapi-devtools, Intermediate.   STEP 3: stack graph init and index.
2024-04-24 02:06:30,586 | INFO |     Repo AndrewWalsh/openapi-devtools, Intermediate.   STEP 3: index 31/31 files. 
2024-04-24 02:06:30,589 | INFO |     Repo AndrewWalsh/openapi-devtools, Intermediate.   STEP 4: find ref-def pairs from stack.
2024-04-24 02:06:35,072 | INFO |     Repo AndrewWalsh/openapi-devtools, Intermediate.   STEP 6: Generate sample from 17 later commit methods.
2024-04-24 02:07:46,885 | INFO |     Repo AndrewWalsh/openapi-devtools, Closure.   STEP 1: copy repo to tmp dir.
2024-04-24 02:07:47,252 | INFO |     Repo AndrewWalsh/openapi-devtools, Closure.   STEP 2: extract calls from tmp dir.
2024-04-24 02:07:47,311 | INFO |     Repo AndrewWalsh/openapi-devtools, Closure.   STEP 3: stack graph init and index.
2024-04-24 02:07:57,083 | INFO |     Repo AndrewWalsh/openapi-devtools, Closure.   STEP 3: index 34/34 files. 
2024-04-24 02:07:57,083 | INFO |     Repo AndrewWalsh/openapi-devtools, Closure.   STEP 4: find ref-def pairs from stack.
2024-04-24 02:08:01,687 | INFO |     Repo AndrewWalsh/openapi-devtools, Closure.   STEP 6: Generate sample from 65 later commit methods.
2024-04-24 02:12:05,434 | INFO | Generate 0 from repo AndrewWalsh/openapi-devtools, current generate 3/33 samples.
2024-04-24 02:12:05,443 | INFO | Process 11/371 with name orillusion/orillusion and method num 3944
2024-04-24 02:12:06,343 | INFO |     Repo orillusion/orillusion, Initiation.   STEP 1: copy repo to tmp dir.
2024-04-24 02:12:07,007 | INFO |     Repo orillusion/orillusion, Initiation.   STEP 2: extract calls from tmp dir.
2024-04-24 02:12:07,776 | INFO |     Repo orillusion/orillusion, Initiation.   STEP 3: stack graph init and index.
2024-04-24 02:12:58,514 | INFO |     Repo orillusion/orillusion, Initiation.   STEP 3: index 265/265 files. 
2024-04-24 02:12:58,514 | INFO |     Repo orillusion/orillusion, Initiation.   STEP 4: find ref-def pairs from stack.
2024-04-24 02:14:18,646 | INFO |     Repo orillusion/orillusion, Initiation.   STEP 6: Generate sample from 979 later commit methods.
2024-04-24 02:38:57,418 | INFO |     Repo orillusion/orillusion, Intermediate.   STEP 1: copy repo to tmp dir.
2024-04-24 02:38:58,541 | INFO |     Repo orillusion/orillusion, Intermediate.   STEP 2: extract calls from tmp dir.
2024-04-24 02:38:59,873 | INFO |     Repo orillusion/orillusion, Intermediate.   STEP 3: stack graph init and index.
2024-04-24 02:40:17,094 | INFO |     Repo orillusion/orillusion, Intermediate.   STEP 3: index 524/524 files. 
2024-04-24 02:40:17,095 | INFO |     Repo orillusion/orillusion, Intermediate.   STEP 4: find ref-def pairs from stack.
2024-04-24 02:44:14,058 | INFO |     Repo orillusion/orillusion, Intermediate.   STEP 6: Generate sample from 1017 later commit methods.
2024-04-24 03:43:45,058 | INFO |     Repo orillusion/orillusion, Closure.   STEP 1: copy repo to tmp dir.
2024-04-24 03:43:46,563 | INFO |     Repo orillusion/orillusion, Closure.   STEP 2: extract calls from tmp dir.
2024-04-24 03:43:48,359 | INFO |     Repo orillusion/orillusion, Closure.   STEP 3: stack graph init and index.
2024-04-24 03:45:32,064 | INFO |     Repo orillusion/orillusion, Closure.   STEP 3: index 709/709 files. 
2024-04-24 03:45:32,064 | INFO |     Repo orillusion/orillusion, Closure.   STEP 4: find ref-def pairs from stack.
2024-04-24 03:58:42,645 | INFO |     Repo orillusion/orillusion, Closure.   STEP 6: Generate sample from 957 later commit methods.
2024-04-24 04:39:39,744 | INFO | Generate 60 from repo orillusion/orillusion, current generate 4/93 samples.
2024-04-24 04:39:39,747 | INFO | Process 12/371 with name babaohuang/GeminiProChat and method num 23
2024-04-24 04:39:39,747 | INFO |     Repo babaohuang/GeminiProChat is skipped, because no more than 50 methods or cannot find suitable split snapshot id.
2024-04-24 04:39:39,749 | INFO | Process 13/371 with name microsoft/azurechatgpt and method num 424
2024-04-24 04:39:40,149 | INFO |     Repo microsoft/azurechatgpt, Initiation.   STEP 1: copy repo to tmp dir.
2024-04-24 04:39:40,452 | INFO |     Repo microsoft/azurechatgpt, Initiation.   STEP 2: extract calls from tmp dir.
2024-04-24 04:39:40,487 | INFO |     Repo microsoft/azurechatgpt, Initiation.   STEP 3: stack graph init and index.
2024-04-24 04:39:50,661 | INFO |     Repo microsoft/azurechatgpt, Initiation.   STEP 3: index 21/21 files. 
2024-04-24 04:39:50,661 | INFO |     Repo microsoft/azurechatgpt, Initiation.   STEP 4: find ref-def pairs from stack.
2024-04-24 04:39:54,985 | INFO |     Repo microsoft/azurechatgpt, Initiation.   STEP 6: Generate sample from 97 later commit methods.
2024-04-24 04:45:41,840 | INFO |     Repo microsoft/azurechatgpt, Intermediate.   STEP 1: copy repo to tmp dir.
2024-04-24 04:45:42,279 | INFO |     Repo microsoft/azurechatgpt, Intermediate.   STEP 2: extract calls from tmp dir.
2024-04-24 04:45:42,326 | INFO |     Repo microsoft/azurechatgpt, Intermediate.   STEP 3: stack graph init and index.
2024-04-24 04:45:51,776 | INFO |     Repo microsoft/azurechatgpt, Intermediate.   STEP 3: index 32/32 files. 
2024-04-24 04:45:51,777 | INFO |     Repo microsoft/azurechatgpt, Intermediate.   STEP 4: find ref-def pairs from stack.
2024-04-24 04:46:00,428 | INFO |     Repo microsoft/azurechatgpt, Intermediate.   STEP 6: Generate sample from 220 later commit methods.
2024-04-24 04:51:29,288 | INFO |     Repo microsoft/azurechatgpt, Closure.   STEP 1: copy repo to tmp dir.
2024-04-24 04:51:29,869 | INFO |     Repo microsoft/azurechatgpt, Closure.   STEP 2: extract calls from tmp dir.
2024-04-24 04:51:29,969 | INFO |     Repo microsoft/azurechatgpt, Closure.   STEP 3: stack graph init and index.
2024-04-24 04:51:41,883 | INFO |     Repo microsoft/azurechatgpt, Closure.   STEP 3: index 57/57 files. 
2024-04-24 04:51:41,883 | INFO |     Repo microsoft/azurechatgpt, Closure.   STEP 4: find ref-def pairs from stack.
2024-04-24 04:51:56,246 | INFO |     Repo microsoft/azurechatgpt, Closure.   STEP 6: Generate sample from 5 later commit methods.
2024-04-24 04:52:12,007 | INFO | Generate 0 from repo microsoft/azurechatgpt, current generate 4/93 samples.
2024-04-24 04:52:12,008 | INFO | Process 14/371 with name builderio/ai-shell and method num 126
2024-04-24 04:52:12,116 | INFO |     Repo builderio/ai-shell, Initiation.   STEP 1: copy repo to tmp dir.
2024-04-24 04:52:12,245 | INFO |     Repo builderio/ai-shell, Initiation.   STEP 2: extract calls from tmp dir.
2024-04-24 04:52:12,258 | INFO | Generate 0 from repo builderio/ai-shell, current generate 4/93 samples.
2024-04-24 04:52:12,260 | INFO | Process 15/371 with name whoiskatrin/chart-gpt and method num 81
2024-04-24 04:52:12,362 | INFO |     Repo whoiskatrin/chart-gpt, Initiation.   STEP 1: copy repo to tmp dir.
2024-04-24 04:52:12,501 | INFO |     Repo whoiskatrin/chart-gpt, Initiation.   STEP 2: extract calls from tmp dir.
2024-04-24 04:52:12,506 | INFO | Generate 0 from repo whoiskatrin/chart-gpt, current generate 4/93 samples.
2024-04-24 04:52:12,510 | INFO | Process 16/371 with name aprilnea/chatgpt-admin-web and method num 1611
2024-04-24 04:52:12,961 | INFO |     Repo aprilnea/chatgpt-admin-web, Initiation.   STEP 1: copy repo to tmp dir.
2024-04-24 04:52:13,593 | INFO |     Repo aprilnea/chatgpt-admin-web, Initiation.   STEP 2: extract calls from tmp dir.
2024-04-24 04:52:13,716 | INFO |     Repo aprilnea/chatgpt-admin-web, Initiation.   STEP 3: stack graph init and index.
2024-04-24 04:52:25,862 | INFO |     Repo aprilnea/chatgpt-admin-web, Initiation.   STEP 3: index 95/95 files. 
2024-04-24 04:52:25,863 | INFO |     Repo aprilnea/chatgpt-admin-web, Initiation.   STEP 4: find ref-def pairs from stack.
2024-04-24 04:52:41,240 | INFO |     Repo aprilnea/chatgpt-admin-web, Initiation.   STEP 6: Generate sample from 473 later commit methods.
2024-04-24 05:07:21,542 | INFO |     Repo aprilnea/chatgpt-admin-web, Intermediate.   STEP 1: copy repo to tmp dir.
2024-04-24 05:07:22,314 | INFO |     Repo aprilnea/chatgpt-admin-web, Intermediate.   STEP 2: extract calls from tmp dir.
2024-04-24 05:07:22,483 | INFO |     Repo aprilnea/chatgpt-admin-web, Intermediate.   STEP 3: stack graph init and index.
2024-04-24 05:07:37,582 | INFO |     Repo aprilnea/chatgpt-admin-web, Intermediate.   STEP 3: index 146/146 files. 
2024-04-24 05:07:37,583 | INFO |     Repo aprilnea/chatgpt-admin-web, Intermediate.   STEP 4: find ref-def pairs from stack.
2024-04-24 05:07:58,389 | INFO |     Repo aprilnea/chatgpt-admin-web, Intermediate.   STEP 6: Generate sample from 213 later commit methods.
2024-04-24 05:13:29,620 | INFO |     Repo aprilnea/chatgpt-admin-web, Closure.   STEP 1: copy repo to tmp dir.
2024-04-24 05:13:30,312 | INFO |     Repo aprilnea/chatgpt-admin-web, Closure.   STEP 2: extract calls from tmp dir.
2024-04-24 05:13:30,461 | INFO |     Repo aprilnea/chatgpt-admin-web, Closure.   STEP 3: stack graph init and index.
2024-04-24 05:13:44,672 | INFO |     Repo aprilnea/chatgpt-admin-web, Closure.   STEP 3: index 146/146 files. 
2024-04-24 05:13:44,672 | INFO |     Repo aprilnea/chatgpt-admin-web, Closure.   STEP 4: find ref-def pairs from stack.
2024-04-24 05:14:04,715 | INFO |     Repo aprilnea/chatgpt-admin-web, Closure.   STEP 6: Generate sample from 453 later commit methods.
2024-04-24 05:27:26,078 | INFO | Generate 0 from repo aprilnea/chatgpt-admin-web, current generate 4/93 samples.
2024-04-24 05:27:26,081 | INFO | Process 17/371 with name clickvote/clickvote and method num 446
2024-04-24 05:27:26,401 | INFO |     Repo clickvote/clickvote, Initiation.   STEP 1: copy repo to tmp dir.
2024-04-24 05:27:26,849 | INFO |     Repo clickvote/clickvote, Initiation.   STEP 2: extract calls from tmp dir.
2024-04-24 05:27:26,892 | INFO |     Repo clickvote/clickvote, Initiation.   STEP 3: stack graph init and index.
2024-04-24 05:27:36,047 | INFO |     Repo clickvote/clickvote, Initiation.   STEP 3: index 62/62 files. 
2024-04-24 05:27:36,047 | INFO |     Repo clickvote/clickvote, Initiation.   STEP 4: find ref-def pairs from stack.
2024-04-24 05:27:40,331 | INFO |     Repo clickvote/clickvote, Initiation.   STEP 6: Generate sample from 113 later commit methods.
2024-04-24 05:30:43,586 | INFO |     Repo clickvote/clickvote, Intermediate.   STEP 1: copy repo to tmp dir.
2024-04-24 05:30:44,137 | INFO |     Repo clickvote/clickvote, Intermediate.   STEP 2: extract calls from tmp dir.
2024-04-24 05:30:44,230 | INFO |     Repo clickvote/clickvote, Intermediate.   STEP 3: stack graph init and index.
2024-04-24 05:30:55,708 | INFO |     Repo clickvote/clickvote, Intermediate.   STEP 3: index 94/94 files. 
2024-04-24 05:30:55,708 | INFO |     Repo clickvote/clickvote, Intermediate.   STEP 4: find ref-def pairs from stack.
2024-04-24 05:31:00,502 | INFO |     Repo clickvote/clickvote, Intermediate.   STEP 6: Generate sample from 143 later commit methods.
2024-04-24 05:37:29,852 | INFO |     Repo clickvote/clickvote, Closure.   STEP 1: copy repo to tmp dir.
